FirstName;LastName;Sex;BirthDate;PassengerDocument_RU;PassengerDocument_INTL;CardNumber;ETicketNumber;TravelClass;DepartDate;DepartTime;ArrivalDate;ArrivalTime;FlightNumber;From;Dest;Fare;CityFrom;CityTo;CountryFrom;CountryTo;AgentInfo;Bonus;LoyaltyLevelDT;LoyaltyNumberDT;LoyaltyLevelFB;LoyaltyNumberFB;LoyaltyLevelKE;LoyaltyNumberKE;LoyaltyLevelSU;LoyaltyNumberSU;Codeshare
AIDAR;KUDRJAVTSEV;MALE;;;;;6557753481652870.0;;15.05.2017;;;;SU22;SVO;LED;AZTCRB;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;Basic;SU 174140541;False
ALISA;LATYSHEVA;FEMALE;;;;;;;09.05.2017;;;;SU22;SVO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;Basic;DT 374093622;;;;;;;False
ALLA;KALACHEVA;FEMALE;;;;;9511065547853224.0;;18.05.2017;;;;SU22;SVO;LED;BSWUPO;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;False
IANA;ALESHINA;FEMALE;;;;;;;03.05.2017;;;;SU22;SVO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;Elite+;FB 449545750;;;;;False
KAROLINA;CHERNAIA;FEMALE;;;;;9437184909835052.0;;01.06.2017;;;;SU22;SVO;LED;CESENH;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
KIRILL;ZIMIN;MALE;;;;;3105338295217280.0;;01.06.2017;;;;SU22;SVO;LED;HSLUNQ;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
KSENIIA;POSTNIKOVA;FEMALE;;;;;;;19.05.2017;;;;SU22;SVO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;Basic;DT 212505358;;;;;;;False
TATYANA;PROKOFEVA;FEMALE;;;;;;;27.05.2017;;;;SU22;SVO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;Elite;KE 759825257;;;False
ALLA;KULIKOVA;FEMALE;;;;;4392630749882505.0;;03.05.2017;;;;SU24;SVO;LED;WQYBAF;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
ANTONINA;MORGUNOVA;FEMALE;;;;;3745638591592483.0;;30.05.2017;;;;SU24;SVO;LED;LLRWNC;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;False
BORIS;ANANEV;MALE;;;;;4927126201740418.0;;03.05.2017;;;;SU24;SVO;LED;KZWLBY;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
ELINA;ISAKOVA;FEMALE;;;;;9818102483382272.0;;08.05.2017;;;;SU24;SVO;LED;KXQJKS;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
IAROSLAVA;CHERNOVA;FEMALE;;;;;;;14.05.2017;;;;SU24;SVO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;Basic;SU 798237440;False
KAMILLA;CHERNAIA;FEMALE;;;;;3108191087658062.0;;02.06.2017;;;;SU24;SVO;LED;VYFRHD;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
NELLI;ZOLOTAREVA;FEMALE;;;;;;;18.05.2017;;;;SU24;SVO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;Elite+;KE 352268216;;;False
SNEZHANA;ANISIMOVA;FEMALE;;;;;2071090136407076.0;;01.06.2017;;;;SU24;SVO;LED;OTLYRS;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
STANISLAV;RUBTSOV;MALE;;;;;3129298543080441.0;;06.05.2017;;;;SU24;SVO;LED;YUPLOZ;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
SVETLANA;EROFEEVA;FEMALE;;;;;4965887036858080.0;;05.05.2017;;;;SU24;SVO;LED;IWUSJX;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
TAMARA;ERMOLAEVA;FEMALE;;;;;;;04.05.2017;;;;SU24;SVO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;Basic;FB 156754512;Elite+;KE 79903666;;;False
TIMUR;SUKHANOV;MALE;;;;;;;03.05.2017;;;;SU24;SVO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;Basic;KE 314895156;;;False
VIOLETTA;BAZHENOVA;FEMALE;;;;;2550702659151603.0;;02.06.2017;;;;SU24;SVO;LED;UYYJAM;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
AMINA;SUKHOVA;FEMALE;;;;;;;31.05.2017;;;;SU26;SVO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;Elite;DT 287442525;;;;;;;False
IAROSLAV;FEDOSOV;MALE;;;;;4675893445979553.0;;03.05.2017;;;;SU26;SVO;LED;FDLJFH;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
NINA;PLOTNIKOVA;FEMALE;;;;;8431008561048500.0;;02.05.2017;;;;SU26;SVO;LED;VMBHYL;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
RADMIR;FEDOTOV;MALE;;;;;28114030705161.0;;01.06.2017;;;;SU26;SVO;LED;WSCETH;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
SAMIR;VOROBEV;MALE;;;;;;;23.05.2017;;;;SU26;SVO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;Elite+;DT 999118634;;;;;;;False
VASILISA;KALMYKOVA;FEMALE;;;;;8058122506152109.0;;08.05.2017;;;;SU26;SVO;LED;SPPZEF;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
VLADISLAVA;PLOTNIKOVA;FEMALE;;;;;8847366086168995.0;;12.05.2017;;;;SU26;SVO;LED;VQCXAW;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
ARTEM;NIKITIN;MALE;;;;;6195312739552640.0;;14.05.2017;;;;SU28;SVO;LED;EABWHQ;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;Elite+;DT 41421186;;;;;;;False
FILIPP;BLOKHIN;MALE;;;;;;;02.05.2017;;;;SU28;SVO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;Elite+;FB 840105750;;;;;False
FILIPP;SUKHAREV;MALE;;;;;5143043817028640.0;;23.05.2017;;;;SU28;SVO;LED;UFLQIZ;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;False
KAROLINA;FILATOVA;FEMALE;;;;;5451205862835751.0;;31.05.2017;;;;SU28;SVO;LED;KOWXOL;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;False
SAMIRA;GLADKOVA;FEMALE;;;;;3809122330131287.0;;14.05.2017;;;;SU28;SVO;LED;LTNHAS;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;False
TAISIJA;MASLOVA;FEMALE;;;;;;;20.05.2017;;;;SU28;SVO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;Elite;DT 162420871;;;;;;;False
VERONIKA;KONSTANTINOV;FEMALE;;;;;789009445083616.0;;14.05.2017;;;;SU28;SVO;LED;OYSEII;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;False
VLADA;SELEZNEVA;FEMALE;;;;;7740688464079054.0;;28.05.2017;;;;SU28;SVO;LED;BPLKJE;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;False
DANIIL;KHUDYAKOV;MALE;;;;;7103444659731730.0;;02.11.2017;;;;SU2801;SIP;AER;YUGHEY;SIMFEROPOL;SOCHI;UKRAINE;RUSSIAN FEDERATION;;;;;;;;;;;
DANILA;BULGAKOV;MALE;;;;;5242117057397926.0;;04.11.2017;;;;SU2801;SIP;AER;JBULDH;SIMFEROPOL;SOCHI;UKRAINE;RUSSIAN FEDERATION;;;;;;;;;;;
DENIS;SUDAKOV;MALE;;;;;5399129414510308.0;;02.11.2017;;;;SU2801;SIP;AER;RXSIIK;SIMFEROPOL;SOCHI;UKRAINE;RUSSIAN FEDERATION;;;;;;;;;;;
GALINA;SELEZNEVA;FEMALE;;;;;2087019720736366.0;;02.11.2017;;;;SU2801;SIP;AER;GOAMBF;SIMFEROPOL;SOCHI;UKRAINE;RUSSIAN FEDERATION;;;;;;;;;;;
IULIIA;BOCHAROVA;FEMALE;;;;;;;18.11.2017;;;;SU2801;SIP;AER;;SIMFEROPOL;SOCHI;UKRAINE;RUSSIAN FEDERATION;;;;;;;Elite;KE 648833848;Elite+;SU 227146133;False
MADINA;FILIMONOVA;FEMALE;;;;;873363186781743.0;;02.11.2017;;;;SU2801;SIP;AER;IDVEOB;SIMFEROPOL;SOCHI;UKRAINE;RUSSIAN FEDERATION;;;;;;;;;;;
NAZAR;ANDREEV;MALE;;;;;2799623727320245.0;;02.11.2017;;;;SU2801;SIP;AER;DNCMPK;SIMFEROPOL;SOCHI;UKRAINE;RUSSIAN FEDERATION;;;;;;;;;;;
NIKOLAJ;ERMOLAEV;MALE;;;;;480888687824323.0;;03.11.2017;;;;SU2801;SIP;AER;RHTGCN;SIMFEROPOL;SOCHI;UKRAINE;RUSSIAN FEDERATION;;;;;;;;;;;
OLESIA;STEPANOVA;FEMALE;;;;;9558397268265568.0;;01.11.2017;;;;SU2801;SIP;AER;QIVVCT;SIMFEROPOL;SOCHI;UKRAINE;RUSSIAN FEDERATION;;;;;;;;;;;
STANISLAV;PONOMAREV;MALE;;;;;;;21.11.2017;;;;SU2801;SIP;AER;;SIMFEROPOL;SOCHI;UKRAINE;RUSSIAN FEDERATION;;;;;;;Elite;KE 758425840;Elite+;SU 407168318;False
TIMUR;NAZAROV;MALE;;;;;;;20.11.2017;;;;SU2801;SIP;AER;;SIMFEROPOL;SOCHI;UKRAINE;RUSSIAN FEDERATION;;;Basic;DT 377784386;Elite;FB 878927610;Elite;KE 826166706;Elite;SU 584562611;False
LARISA;SUKHOVA;FEMALE;;;;DT 660524660;;Y;29.05.2017;;;;SU30;SVO;LED;YSTNXM;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;Delta SkyMiles;Basic;DT 660524660;;;;;;;False
DANIIL;LAZAREV;MALE;;;;;;;25.05.2017;;;;SU30;SVO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;Elite+;DT 444879619;Elite+;FB 2874018;Basic;KE 150963534;Basic;SU 790415902;False
DANILA;LITVINOV;MALE;;;;;1233334178234955.0;;01.06.2017;;;;SU30;SVO;LED;FERCPE;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
DENIS;IGNATEV;MALE;;;;;;;08.05.2017;;;;SU30;SVO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;Elite;SU 468889777;False
GREGORY;ALEKHINE;MALE;;;;;;;17.05.2017;;;;SU30;SVO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;Basic;SU 120168619;False
IAROSLAVA;ALESHINA;FEMALE;;;;;4038164440536880.0;;01.06.2017;;;;SU30;SVO;LED;YHBGOY;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
IGNAT;KALININ;MALE;;;;;5780772092602743.0;;21.05.2017;;;;SU30;SVO;LED;PXXGCN;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;Elite;SU 779971707;False
ILYA;SHAPOVALOV;MALE;;;;;;;28.05.2017;;;;SU30;SVO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;Elite+;KE 494983340;;;False
TIMOFEI;MURAVYOV;MALE;;;;;3550792372335442.0;;03.05.2017;;;;SU30;SVO;LED;VMWNJA;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
EDUARD;NOSOV;MALE;;;;DT 996073954;;Y;03.05.2017;;05.03.2017;;SU32;SVO;LED;YSTNVS;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;Delta SkyMiles;Elite;DT 996073954;;;;;;;False
ALEXANDRA;GORJACHEVA;FEMALE;;;;SU 817933688;;Y;16.05.2017;;;;SU32;SVO;LED;YRSTCH;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;Aeroflot Bonus;;;;;;;Basic;SU 817933688;False
ALBINA;SEMINA;FEMALE;;;;;;;17.05.2017;;;;SU32;SVO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;Elite;KE 24231779;;;False
AMELIJA;VESHNYAKOV;FEMALE;;;;;1640200805652027.0;;26.05.2017;;;;SU32;SVO;LED;FWKNCS;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;Basic;DT 762013273;Elite;FB 147845760;;;Basic;SU 918010612;False
ARTUR;BIRIUKOV;MALE;;;;;4640474010012678.0;;15.05.2017;;;;SU32;SVO;LED;VSRMTW;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;Basic;SU 997585033;False
DAMIR;GROMOV;MALE;;;;;1812064965417635.0;;10.05.2017;;;;SU32;SVO;LED;ROIIIG;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
KSENIIA;BUROVA;FEMALE;;;;;8108679392000316.0;;01.06.2017;;;;SU32;SVO;LED;DIWWMJ;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
NATALIIA;MOSKVINA;FEMALE;;;;;;;26.05.2017;;;;SU32;SVO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;Elite;SU 679262790;False
ROBERT;TIHOMIROV;MALE;;;;;4621552685859907.0;;02.06.2017;;;;SU32;SVO;LED;QMCTYZ;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
SVIATOSLAV;GREKOV;MALE;;;;;351579522554876.0;;05.05.2017;;;;SU32;SVO;LED;NXTCEF;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;False
TIMOFEI;YUDIN;MALE;;;;;5521292747018996.0;;02.05.2017;;;;SU32;SVO;LED;BFAVUE;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
VASILISA;ANTONOVA;FEMALE;;;;;9195162561685324.0;;02.06.2017;;;;SU32;SVO;LED;LPNENW;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
ALISA;ROGOVA;FEMALE;;;;SU 307786816;;Y;14.05.2017;;;;SU34;SVO;LED;YGRPBH;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;Aeroflot Bonus;;;;;;;Elite;SU 307786816;False
DANILA;LEONOV;MALE;;;;;8108120243285419.0;;02.05.2017;;;;SU34;SVO;LED;QMUFDO;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
DARYA;ILINA;FEMALE;;;;;;;30.05.2017;;;;SU34;SVO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;False
KAMILLA;EZHOVA;FEMALE;;;;;;;10.05.2017;;;;SU34;SVO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;Basic;DT 789557839;;;;;;;False
NAZAR;MORGUNOV;MALE;;;;;;;10.05.2017;;;;SU34;SVO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;Elite;FB 127104122;;;;;False
TIMUR;MAKSIMOV;MALE;;;;;;;14.05.2017;;;;SU34;SVO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;Elite;FB 471858712;Elite;KE 997618191;;;False
ANATOLII;POLIKARPOV;MALE;;;;;;;18.05.2017;;;;SU3415;AMS;LED;;AMSTERDAM;SAINT PETERSBURG;NETHERLANDS;RUSSIAN FEDERATION;;;;;;;Basic;KE 553646805;;;True
DEMID;DRUZHININ;MALE;;;;;5020237372280406.0;;05.05.2017;;;;SU3415;AMS;LED;QWGXBU;AMSTERDAM;SAINT PETERSBURG;NETHERLANDS;RUSSIAN FEDERATION;;;;;;;;;;;True
KIRILL;AGEEV;MALE;;;;;;;10.05.2017;;;;SU3415;AMS;LED;;AMSTERDAM;SAINT PETERSBURG;NETHERLANDS;RUSSIAN FEDERATION;;;;;;;;;Elite+;SU 940986525;True
SAVELIJ;BOCHAROV;MALE;;;;;;;30.05.2017;;;;SU3415;AMS;LED;;AMSTERDAM;SAINT PETERSBURG;NETHERLANDS;RUSSIAN FEDERATION;;;Elite;DT 900231416;Elite+;FB 681212687;;;;;True
VLAD;NOSKOV;MALE;;;;;;;19.05.2017;;;;SU3415;AMS;LED;;AMSTERDAM;SAINT PETERSBURG;NETHERLANDS;RUSSIAN FEDERATION;;;;;;;;;Basic;SU 627246239;True
ARSEN;RODIN;MALE;;;;FB 667671127;;Y;19.05.2017;;;;SU36;SVO;LED;YFLXRI;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;Flying Blue;Elite;DT 891137937;Elite;FB 667671127;;;;;False
STEPHANIE;PARAMONOVA;FEMALE;;;;SU 165166509;;;31.05.2017;;;;SU36;SVO;LED;YFLXJU;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;Aeroflot Bonus;Elite+;DT 877292167;Basic;FB 794656167;Basic;KE 76522247;Basic;SU 165166509;False
DANIEL;BIRIUKOV;MALE;;;;;;;05.05.2017;;;;SU36;SVO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;Elite;SU 459177849;False
DARYA;KONOVALOVA;FEMALE;;;;;;;02.05.2017;;;;SU36;SVO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;False
DMITRIY;SHIROKOV;MALE;;;;;6943557240372896.0;;20.05.2017;;;;SU36;SVO;LED;KMRFHR;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;Elite+;DT 213507545;Basic;FB 201093331;Elite;KE 654529780;Elite+;SU 620086394;False
EGOR;SAFONOV;MALE;;;;;;;18.05.2017;;;;SU36;SVO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;Elite+;FB 46676103;;;;;False
EVGENII;SAVITSKIY;MALE;;;;;5188224665377051.0;;09.05.2017;;;;SU36;SVO;LED;XIGFRB;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
GREGORY;TOLKACHEV;MALE;;;;;764478579498919.0;;01.06.2017;;;;SU36;SVO;LED;UHCCOF;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
MIROSLAVA;AGAFONOVA;FEMALE;;;;;;;17.05.2017;;;;SU36;SVO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;Elite;FB 963842582;;;;;False
VADIM;MAKEEV;MALE;;;;;;;04.05.2017;;;;SU36;SVO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;Elite+;FB 309011722;;;;;False
RODION;GREKOV;MALE;;;;SU 10993921;;;16.05.2017;;;;SU3617;PRG;LED;YRSTAT;PRAGUE;SAINT PETERSBURG;CZECH REPUBLIC;RUSSIAN FEDERATION;;Aeroflot Bonus;Elite;DT 797926125;Basic;FB 937066663;;;Basic;SU 10993921;True
EDUARD;DRUZHININ;MALE;;;;;;;29.05.2017;;;;SU3617;PRG;LED;;PRAGUE;SAINT PETERSBURG;CZECH REPUBLIC;RUSSIAN FEDERATION;;;Elite;DT 145499998;;;Elite+;KE 177169787;;;True
ELISEY;LUKIN;MALE;;;;;6665216281313476.0;;19.05.2017;;;;SU3617;PRG;LED;YXJHHX;PRAGUE;SAINT PETERSBURG;CZECH REPUBLIC;RUSSIAN FEDERATION;;;;;;;;;;;True
EVELINA;BORISOVA;FEMALE;;;;;5562104824150386.0;;06.05.2017;;;;SU3617;PRG;LED;BCMDUX;PRAGUE;SAINT PETERSBURG;CZECH REPUBLIC;RUSSIAN FEDERATION;;;;;;;;;;;
KSENIIA;TROITSKAYA;FEMALE;;;;;5361025408572289.0;;31.05.2017;;;;SU3617;PRG;LED;CLRLMN;PRAGUE;SAINT PETERSBURG;CZECH REPUBLIC;RUSSIAN FEDERATION;;;;;;;;;;;True
MELANIIA;ZHUKOVA;FEMALE;;;;;;;31.05.2017;;;;SU3617;PRG;LED;;PRAGUE;SAINT PETERSBURG;CZECH REPUBLIC;RUSSIAN FEDERATION;;;Basic;DT 571300433;Elite;FB 84381720;;;Elite+;SU 412516248;True
NADEZHDA;GRACHEVA;FEMALE;;;;;;;19.05.2017;;;;SU3617;PRG;LED;;PRAGUE;SAINT PETERSBURG;CZECH REPUBLIC;RUSSIAN FEDERATION;;;;;;;;;Basic;SU 806981651;True
TAISIJA;MOSKVINA;FEMALE;;;;;;;03.05.2017;;;;SU3617;PRG;LED;;PRAGUE;SAINT PETERSBURG;CZECH REPUBLIC;RUSSIAN FEDERATION;;;;;;;;;Elite+;SU 28784970;True
VASILII;BARSUKOV;MALE;;;;;;;31.05.2017;;;;SU3617;PRG;LED;;PRAGUE;SAINT PETERSBURG;CZECH REPUBLIC;RUSSIAN FEDERATION;;;Elite+;DT 657284944;;;;;;;True
ALIIA;DROZDOVA;FEMALE;;;;;;;20.05.2017;;;;SU3747;BEG;LED;;BELGRADE;SAINT PETERSBURG;SERBIA;RUSSIAN FEDERATION;;;;;Elite+;FB 81543414;;;;;True
ARINA;RODIONOVA;FEMALE;;;;;;;15.05.2017;;;;SU3747;BEG;LED;;BELGRADE;SAINT PETERSBURG;SERBIA;RUSSIAN FEDERATION;;;Elite+;DT 423355449;;;;;;;True
ARTEM;ALEKHINE;MALE;;;;;;;04.05.2017;;;;SU3747;BEG;LED;;BELGRADE;SAINT PETERSBURG;SERBIA;RUSSIAN FEDERATION;;;;;Elite+;FB 787584881;;;Elite;SU 349303231;True
EVELINA;ALEKSEEVA;FEMALE;;;;;9317171743050716.0;;22.05.2017;;;;SU3747;BEG;LED;UNPSQS;BELGRADE;SAINT PETERSBURG;SERBIA;RUSSIAN FEDERATION;;;;;;;;;;;True
LIUDMILA;LUKINA;FEMALE;;;;;;;18.05.2017;;;;SU3747;BEG;LED;;BELGRADE;SAINT PETERSBURG;SERBIA;RUSSIAN FEDERATION;;;;;;;;;Elite+;SU 177601382;True
MATVEY;EREMEEV;MALE;;;;;;;02.05.2017;;;;SU3747;BEG;LED;;BELGRADE;SAINT PETERSBURG;SERBIA;RUSSIAN FEDERATION;;;Basic;DT 370829089;;;;;;;True
RODION;BARANOV;MALE;;;;;;;29.05.2017;;;;SU3747;BEG;LED;;BELGRADE;SAINT PETERSBURG;SERBIA;RUSSIAN FEDERATION;;;;;Basic;FB 937572619;Basic;KE 17991962;Basic;SU 954707985;True
SVIATOSLAV;SEMIN;MALE;;;;;7947387466215598.0;;29.05.2017;;;;SU3747;BEG;LED;ZOTNUU;BELGRADE;SAINT PETERSBURG;SERBIA;RUSSIAN FEDERATION;;;;;;;;;;;True
VARVARA;ISAKOVA;FEMALE;;;;;;;29.05.2017;;;;SU3747;BEG;LED;;BELGRADE;SAINT PETERSBURG;SERBIA;RUSSIAN FEDERATION;;;;;;;;;Basic;SU 921157594;True
ZARINA;GORDEEVA;FEMALE;;;;;;;18.05.2017;;;;SU3747;BEG;LED;;BELGRADE;SAINT PETERSBURG;SERBIA;RUSSIAN FEDERATION;;;;;;;Elite;KE 538406233;;;True
IURII;GAVRILOV;MALE;;;;;;;29.05.2017;;;;SU3749;BEG;LED;;BELGRADE;SAINT PETERSBURG;SERBIA;RUSSIAN FEDERATION;;;Basic;DT 848709471;Elite+;FB 385111040;Elite;KE 565680317;;;True
JULIANA;KOZLOVA;FEMALE;;;;;5579849012903078.0;;05.05.2017;;;;SU3749;BEG;LED;GEOJQG;BELGRADE;SAINT PETERSBURG;SERBIA;RUSSIAN FEDERATION;;;;;;;;;;;
SNEZHANA;BULATOVA;FEMALE;;;;;;;21.05.2017;;;;SU3749;BEG;LED;;BELGRADE;SAINT PETERSBURG;SERBIA;RUSSIAN FEDERATION;;;;;;;;;Elite+;SU 241717850;True
TIMOFEI;KOZHEVNIKOV;MALE;;;;;;;14.05.2017;;;;SU3749;BEG;LED;;BELGRADE;SAINT PETERSBURG;SERBIA;RUSSIAN FEDERATION;;;Elite+;DT 97405845;;;Basic;KE 957797313;Basic;SU 859916862;True
ARIANA;ZAITSEVA;FEMALE;;;;;;;04.05.2017;;;;SU38;SVO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;Elite;DT 527804310;Basic;FB 961845293;;;;;False
DAMIR;ZELENIN;MALE;;;;;;;10.05.2017;;;;SU38;SVO;LED;;MOSCOW;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;Basic;SU 129732589;False
